,date,countryName,confirmedCount,nowconfirmedCount,curedCount,deadCount,countryShortEnglishName,countryEnglishName,deadRate,curedRate
2371,2020-02-01,巴巴多斯,0,0,0,0,Barbados,Barbados,,
2372,2020-02-01,莫桑比克,0,0,0,0,Mozambique,Mozambique,,
2373,2020-02-01,苏丹,0,0,0,0,Sudan,Sudan,,
2374,2020-02-01,纳米比亚,0,0,0,0,Namibia,Namibia,,
2375,2020-02-01,玻利维亚,0,0,0,0,Bolivia,Bolivia,,
2376,2020-02-01,直布罗陀,0,0,0,0,Gibraltar,Gibraltar,,
2377,2020-02-01,马耳他,0,0,0,0,Malta,Malta,,
2378,2020-02-01,毛里求斯,0,0,0,0,Mauritius,Mauritius,,
2379,2020-02-01,斯威士兰,0,0,0,0,Swaziland,Swaziland,,
2380,2020-02-01,乌克兰,0,0,0,0,Ukraine,Ukraine,,
2381,2020-02-01,巴拿马,0,0,0,0,Panama,Panama,,
2382,2020-02-01,圣马丁岛,0,0,0,0,Sint Maarten,Sint Maarten,,
2383,2020-02-01,加蓬,0,0,0,0,Gabon,Gabon,,
2384,2020-02-01,法罗群岛,0,0,0,0,Faeroe Is.,Faroe,,
2385,2020-02-01,塞舌尔,0,0,0,0,Seychelles,Seychelles,,
2386,2020-02-01,冈比亚,0,0,0,0,Gambia,Gambia,,
2387,2020-02-02,秘鲁,0,0,0,0,Peru,Peru,,
2388,2020-02-02,刚果（金）,0,0,0,0,Dem. Rep. Congo,Democratic Republic of the Congo,,
2389,2020-02-02,奥地利,0,0,0,0,Austria,Austria,,
2390,2020-02-02,突尼斯,0,0,0,0,Tunisia,Tunisia,,
2391,2020-02-02,哈萨克斯坦,0,0,0,0,Kazakhstan,Kazakhstan,,
2392,2020-02-02,波多黎各,0,0,0,0,Puerto Rico,Puerto Rico,,
2393,2020-02-02,卡塔尔,0,0,0,0,Qatar,Qatar,,
2394,2020-02-02,科索沃,0,0,0,0,not value,not value,,
2395,2020-02-02,哥伦比亚,0,0,0,0,Colombia,Colombia,,
2396,2020-02-02,玻利维亚,0,0,0,0,Bolivia,Bolivia,,
2397,2020-02-02,圣马力诺,0,0,0,0,San Marino,San Marino,,
2398,2020-02-02,南苏丹,0,0,0,0,S. Sudan,not value,,
2399,2020-02-02,吉布提,0,0,0,0,Djibouti,Djibouti,,
2400,2020-02-02,危地马拉,0,0,0,0,Guatemala,Guatemala,,
2401,2020-02-02,荷兰,0,0,0,0,Netherlands,Netherlands,,
2402,2020-02-02,塞尔维亚,0,0,0,0,Serbia,Republic of Serbia,,
2403,2020-02-02,澳大利亚,12,10,2,0,Australia,Australia,0.0,16.666666666666664
2404,2020-02-02,圣巴泰勒米,0,0,0,0,Saint Barthelemy,Saint Barthelemy,,
2405,2020-02-02,白俄罗斯,0,0,0,0,Belarus,Belarus,,
2406,2020-02-02,罗马尼亚,0,0,0,0,Romania,Romania,,
2407,2020-02-02,塞拉利昂,0,0,0,0,Sierra Leone,Sierra Leone,,
2408,2020-02-02,北爱尔兰,0,0,0,0,Northern Ireland,Northern Ireland,,
2409,2020-02-02,南非,0,0,0,0,South Africa,South Africa,,
2410,2020-02-02,荷兰加勒比地区,0,0,0,0,not value,not value,,
2411,2020-02-02,海地,0,0,0,0,Haiti,Haiti,,
2412,2020-02-02,厄瓜多尔,0,0,0,0,Ecuador,Ecuador,,
2413,2020-02-02,圣多美和普林西比,0,0,0,0,Sao Tome and Principe,Sao Tome and Principe,,
2414,2020-02-02,特克斯和凯科斯群岛,0,0,0,0,Turks and Caicos ls.,not value,,
2415,2020-02-02,坦桑尼亚,0,0,0,0,Tanzania,Tanzania,,
2416,2020-02-02,百慕大,0,0,0,0,Bermuda,not value,,
2417,2020-02-02,塞浦路斯,0,0,0,0,Cyprus,Cyprus,,
2418,2020-02-02,匈牙利,0,0,0,0,Hungary,Hungary,,
2419,2020-02-02,北马其顿,0,0,0,0,Macedania,North Macedonia,,
2420,2020-02-02,美国,8,8,0,0,United States,United States of America,0.0,0.0
2421,2020-02-02,留尼汪,0,0,0,0,Reunion Island,Reunion Island,,
2422,2020-02-02,苏里南,0,0,0,0,Suriname,Suriname,,
2423,2020-02-02,老挝,0,0,0,0,Lao PDR,Laos,,
2424,2020-02-02,瓜德罗普岛,0,0,0,0,not value,not value,,
2425,2020-02-02,牙买加,0,0,0,0,Jamaica,Jamaica,,
2426,2020-02-02,埃及,0,0,0,0,Egypt,Egypt,,
2427,2020-02-02,印度,2,2,0,0,India,India,0.0,0.0
2428,2020-02-02,圣文森特和格林纳丁斯,0,0,0,0,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,
2429,2020-02-02,英国,2,2,0,0,United Kingdom,United Kingdom,0.0,0.0
2430,2020-02-02,埃塞俄比亚,0,0,0,0,Ethiopia,Ethiopia,,
2431,2020-02-02,爱沙尼亚,0,0,0,0,Estonia,Estonia,,
2432,2020-02-02,缅甸,0,0,0,0,Myanmar,Burma,,
2433,2020-02-02,留尼旺,0,0,0,0,Reunion,Reunion,,
2434,2020-02-02,北马里亚纳群岛联邦,0,0,0,0,N. Mariana ls.,not value,,
2435,2020-02-02,圣皮埃尔和密克隆群岛,0,0,0,0,not value,not value,,
2436,2020-02-02,瑞士,0,0,0,0,Switzerland,Switzerland,,
2437,2020-02-02,印度尼西亚,0,0,0,0,Indonesia,Indonesia,,
2438,2020-02-02,圣巴泰勒米岛,0,0,0,0,not value,not value,,
2439,2020-02-02,卢森堡,0,0,0,0,Luxembourg,Luxembourg,,
2440,2020-02-02,英属维尔京群岛,0,0,0,0,not value,not value,,
2441,2020-02-02,塞内加尔,0,0,0,0,Senegal,Senegal,,
2442,2020-02-02,爱尔兰,0,0,0,0,Ireland,Ireland,,
2443,2020-02-02,美属维尔京群岛,0,0,0,0,U.S. Virgin ls.,not value,,
2444,2020-02-02,肯尼亚,0,0,0,0,Kenya,Kenya,,
2445,2020-02-02,荷属圣马丁,0,0,0,0,not value,not value,,
2446,2020-02-02,洪都拉斯,0,0,0,0,Honduras,Honduras,,
2447,2020-02-02,博茨瓦纳,0,0,0,0,Botswana,Botswana,,
2448,2020-02-02,萨尔瓦多,0,0,0,0,El Salvador,El Salvador,,
2449,2020-02-02,泰国,19,14,5,0,Thailand,Thailand,0.0,26.31578947368421
2450,2020-02-02,特立尼达和多巴哥,0,0,0,0,Trinidad and Tobago,Trinidad and Tobago,,
2451,2020-02-02,科威特,0,0,0,0,Kuwait,Kuwait,,
2452,2020-02-02,喀麦隆,0,0,0,0,Cameroon,Cameroon,,
2453,2020-02-02,索马里,0,0,0,0,Somalia,Somali,,
2454,2020-02-02,圭亚那,0,0,0,0,Guyana,Guyana,,
2455,2020-02-02,吉尔吉斯斯坦,0,0,0,0,Kyrgyzstan,not value,,
2456,2020-02-02,加拿大,4,4,0,0,Canada,Canada,0.0,0.0
2457,2020-02-02,多米尼克,0,0,0,0,Dominica,not value,,
2458,2020-02-02,至尊公主邮轮,0,0,0,0,Grand Princess,Grand Princess,,
2459,2020-02-02,科特迪瓦,0,0,0,0,Côte d'Ivoire,Ivory Coast,,
2460,2020-02-02,哥斯达黎加,0,0,0,0,Costa Rica,Costa Rica,,
2461,2020-02-02,葡萄牙,0,0,0,0,Portugal,Portugal,,
2462,2020-02-02,波黑,0,0,0,0,Bosnia and Herz.,Bosnia and Herzegovina,,
2463,2020-02-02,立陶宛,0,0,0,0,Lithuania,Lithuania,,
2464,2020-02-02,芬兰,1,1,0,0,Finland,Finland,0.0,0.0
2465,2020-02-02,多米尼加,0,0,0,0,Dominican Rep.,Dominican Republic,,
2466,2020-02-02,利比亚,0,0,0,0,Libya,Libya,,
2467,2020-02-02,利比里亚,0,0,0,0,Liberia,Liberia,,
2468,2020-02-02,蒙古,0,0,0,0,Mongolia,Mongolia,,
2469,2020-02-02,多哥,0,0,0,0,Togo,Togo,,
2470,2020-02-02,古巴,0,0,0,0,Cuba,Cuba,,
2471,2020-02-02,厄立特里亚,0,0,0,0,Eritrea,not value,,
2472,2020-02-02,圣卢西亚,0,0,0,0,Saint Lucia,St.Lucia,,
2473,2020-02-02,塞舌尔,0,0,0,0,Seychelles,Seychelles,,
2474,2020-02-02,加蓬,0,0,0,0,Gabon,Gabon,,
2475,2020-02-02,圣马丁岛,0,0,0,0,Sint Maarten,Sint Maarten,,
2476,2020-02-02,瑞典,1,1,0,0,Sweden,Sweden,0.0,0.0
2477,2020-02-02,苏丹,0,0,0,0,Sudan,Sudan,,
2478,2020-02-02,直布罗陀,0,0,0,0,Gibraltar,Gibraltar,,
2479,2020-02-02,纳米比亚,0,0,0,0,Namibia,Namibia,,
2480,2020-02-02,土耳其,0,0,0,0,Turkey,Turkey,,
2481,2020-02-02,莫桑比克,0,0,0,0,Mozambique,Mozambique,,
2482,2020-02-02,叙利亚,0,0,0,0,Syria,Syria,,
2483,2020-02-02,圣其茨和尼维斯,0,0,0,0,not value,not value,,
2484,2020-02-02,墨西哥,0,0,0,0,Mexico,Mexico,,
2485,2020-02-02,加纳,0,0,0,0,Ghana,Ghana,,
2486,2020-02-02,卢旺达,0,0,0,0,Rwanda,Republic of Rwanda,,
2487,2020-02-02,菲律宾,2,1,0,1,Philippines,Philippines,50.0,0.0
2488,2020-02-02,泽西岛,0,0,0,0,Bailiwick of Jersey,Bailiwick of Jersey,,
2489,2020-02-02,福克兰群岛,0,0,0,0,Falkland ls.,not value,,
2490,2020-02-02,约旦,0,0,0,0,Jordan,Jordan,,
2491,2020-02-02,津巴布韦,0,0,0,0,Zimbabwe,Zimbabwe,,
2492,2020-02-02,蒙特塞拉特,0,0,0,0,Montserrat,not value,,
2493,2020-02-02,法罗群岛,0,0,0,0,Faeroe Is.,Faroe,,
2494,2020-02-02,马提尼克,0,0,0,0,Martinique,Martinique,,
2495,2020-02-02,贝宁,0,0,0,0,Benin,Benin,,
2496,2020-02-02,赞比亚共和国,0,0,0,0,Zambia,not value,,
2497,2020-02-02,马达加斯加,0,0,0,0,Madagascar,Madagascar,,
2498,2020-02-02,丹麦,0,0,0,0,Denmark,Denmark,,
2499,2020-02-02,毛里塔尼亚,0,0,0,0,Mauritania,The Islamic Republic of Mauritania,,
2500,2020-02-02,几内亚比绍,0,0,0,0,Guinea Bissau,not value,,
2501,2020-02-02,布隆迪共和国,0,0,0,0,Burundi,not value,,
2502,2020-02-02,俄罗斯,2,2,0,0,Russia,Russia,0.0,0.0
2503,2020-02-02,不丹,0,0,0,0,Bhutan,Kingdom of Bhutan,,
2504,2020-02-02,黑山,0,0,0,0,Montenegro,not value,,
2505,2020-02-02,尼日尔,0,0,0,0,Niger,Niger,,
2506,2020-02-02,斐济,0,0,0,0,Fiji,Fiji,,
2507,2020-02-02,比利时,0,0,0,0,Belgium,Belgium,,
2508,2020-02-02,毛里求斯,0,0,0,0,Mauritius,Mauritius,,
2509,2020-02-02,意大利,2,2,0,0,Italy,Italy,0.0,0.0
2510,2020-02-02,新西兰,0,0,0,0,New Zealand,New Zealand,,
2511,2020-02-02,西班牙,7,7,0,0,Spain,Spain,0.0,0.0
2512,2020-02-02,刚果（布）,0,0,0,0,Congo,not value,,
2513,2020-02-02,巴西,0,0,0,0,Brazil,Brazil,,
2514,2020-02-02,安道尔,0,0,0,0,Andorra,Andorra,,
2515,2020-02-02,马拉维,0,0,0,0,Malawi,Malawi,,
2516,2020-02-02,库拉索岛,0,0,0,0,Curaçao,not value,,
2517,2020-02-02,伊拉克,0,0,0,0,Iraq,Iraq,,
2518,2020-02-02,乌拉圭,0,0,0,0,Uruguay,Uruguay,,
2519,2020-02-02,伯利兹,0,0,0,0,Belize,Belize,,
2520,2020-02-02,法属圭亚那,0,0,0,0,French Guiana,French Guiana,,
2521,2020-02-02,几内亚,0,0,0,0,Guinea,Guinea,,
2522,2020-02-02,乍得,0,0,0,0,Chad,Chad,,
2523,2020-02-02,列支敦士登,0,0,0,0,Liechtenstein,Liechtenstein,,
2524,2020-02-02,柬埔寨,1,1,0,0,Cambodia,Kampuchea (Cambodia ),0.0,0.0
2525,2020-02-02,孟加拉国,0,0,0,0,Bangladesh,Bangladesh,,
2526,2020-02-02,斯洛伐克,0,0,0,0,Slovakia,Slovakia,,
2527,2020-02-02,阿鲁巴,0,0,0,0,not value,not value,,
2528,2020-02-02,阿富汗,0,0,0,0,Afghanistan,Afghanistan,,
2529,2020-02-02,克罗地亚,0,0,0,0,Croatia,Croatia,,
2530,2020-02-02,也门共和国,0,0,0,0,Yemen,not value,,
2531,2020-02-02,马恩岛,0,0,0,0,Isle of Man,Isle of Man,,
2532,2020-02-02,日本,20,19,1,0,Japan,Japan,0.0,5.0
2533,2020-02-02,巴拿马,0,0,0,0,Panama,Panama,,
2534,2020-02-02,德国,10,10,0,0,Germany,Germany,0.0,0.0
2535,2020-02-02,安圭拉,0,0,0,0,not value,not value,,
2536,2020-02-02,法属波利尼西亚,0,0,0,0,French Polynesia,French Polynesia,,
2537,2020-02-02,乌兹别克斯坦,0,0,0,0,Uzbekistan,Uzbekistan,,
2538,2020-02-02,韩国,15,15,0,0,Korea,Korea,0.0,0.0
2539,2020-02-02,赤道几内亚,0,0,0,0,Eq. Guinea,The Republic of Equatorial Guinea,,
2540,2020-02-02,黎巴嫩,0,0,0,0,Lebanon,Lebanon,,
2541,2020-02-02,梵蒂冈,0,0,0,0,Status Civitatis Vaticanae,Status Civitatis Vaticanae,,
2542,2020-02-02,尼泊尔,1,1,0,0,Nepal,Nepal,0.0,0.0
2543,2020-02-02,东帝汶,0,0,0,0,Timor-Leste,not value,,
2544,2020-02-02,摩洛哥,0,0,0,0,Morocco,Morocco,,
2545,2020-02-02,挪威,0,0,0,0,Norway,Norway,,
2546,2020-02-02,以色列,0,0,0,0,Israel,Israel,,
2547,2020-02-02,新加坡,18,18,0,0,Singapore,Singapore,0.0,0.0
2548,2020-02-02,格林那达,0,0,0,0,Grenada,not value,,
2549,2020-02-02,巴基斯坦,0,0,0,0,Pakistan,Pakistan,,
2550,2020-02-02,法国,6,6,0,0,France,France,0.0,0.0
2551,2020-02-02,文莱,0,0,0,0,Brunei,Brunei,,
2552,2020-02-02,巴布亚新几内亚,0,0,0,0,Papua New Cuinea,Papua New Cuinea,,
2553,2020-02-02,马约特,0,0,0,0,not value,not value,,
2554,2020-02-02,阿尔巴尼亚,0,0,0,0,Albania,Albania,,
2555,2020-02-02,阿根廷,0,0,0,0,Argentina,Argentina,,
2556,2020-02-02,斯洛文尼亚,0,0,0,0,Slovenia,Slovenia,,
2557,2020-02-02,中国,14490,13752,434,304,China,China,2.09799861973775,2.995169082125604
2558,2020-02-02,伊朗,0,0,0,0,Iran,Iran,,
2559,2020-02-02,马里,0,0,0,0,Mali,Mali,,
2560,2020-02-02,格陵兰,0,0,0,0,Greenland,not value,,
2561,2020-02-02,巴哈马,0,0,0,0,Bahamas,Bahamas,,
2562,2020-02-02,开曼群岛,0,0,0,0,Cayman Is,Cayman Is,,
2563,2020-02-02,摩尔多瓦,0,0,0,0,Moldova,Moldova,,
2564,2020-02-02,捷克,0,0,0,0,Czech Rep.,Czech Republic,,
2565,2020-02-02,阿曼,0,0,0,0,Oman,Oman,,
2566,2020-02-02,安哥拉,0,0,0,0,Angola,Angola,,
2567,2020-02-02,根西岛,0,0,0,0,Guernsey,Guernsey,,
2568,2020-02-02,亚美尼亚,0,0,0,0,Armenia,Armenia,,
2569,2020-02-02,乌克兰,0,0,0,0,Ukraine,Ukraine,,
2570,2020-02-02,马尔代夫,0,0,0,0,Maldives,Maldives,,
2571,2020-02-02,佛得角,0,0,0,0,not value,not value,,
2572,2020-02-02,尼加拉瓜,0,0,0,0,Nicaragua,Nicaragua,,
2573,2020-02-02,保加利亚,0,0,0,0,Bulgaria,Bulgaria,,
2574,2020-02-02,尼日利亚,0,0,0,0,Nigeria,Nigeria,,
2575,2020-02-02,波兰,0,0,0,0,Poland,Poland,,
2576,2020-02-02,阿尔及利亚,0,0,0,0,Algeria,Algeria,,
2577,2020-02-02,委内瑞拉,0,0,0,0,Venezuela,Venezuela,,
2578,2020-02-02,巴拉圭,0,0,0,0,Paraguay,Paraguay,,
2579,2020-02-02,智利,0,0,0,0,Chile,Chile,,
2580,2020-02-02,冰岛,0,0,0,0,Iceland,Iceland,,
2581,2020-02-02,巴林,0,0,0,0,Bahrain,Bahrain,,
2582,2020-02-02,巴勒斯坦,0,0,0,0,Palestine,Palestine,,
2583,2020-02-02,格鲁吉亚,0,0,0,0,Georgia,Georgia,,
2584,2020-02-02,钻石公主号邮轮,0,0,0,0,Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,,
2585,2020-02-02,拉脱维亚,0,0,0,0,Latvia,Latvia,,
2586,2020-02-02,斯里兰卡,1,1,0,0,Sri Lanka,SriLanka,0.0,0.0
2587,2020-02-02,摩纳哥,0,0,0,0,Monaco,Monaco,,
2588,2020-02-02,新喀里多尼亚,0,0,0,0,New Caledonia,not value,,
2589,2020-02-02,安提瓜和巴布达,0,0,0,0,Antigua and Barb.,Antigua and Barbuda,,
2590,2020-02-02,布基纳法索,0,0,0,0,Burkina Faso,Burkina Faso,,
2591,2020-02-02,阿联酋,5,5,0,0,United Arab Emirates,United Arab Emirates,0.0,0.0
2592,2020-02-02,马耳他,0,0,0,0,Malta,Malta,,
2593,2020-02-02,斯威士兰,0,0,0,0,Swaziland,Swaziland,,
2594,2020-02-02,乌干达,0,0,0,0,Uganda,Uganda,,
2595,2020-02-02,关岛,0,0,0,0,Guam,Guam,,
2596,2020-02-02,阿塞拜疆,0,0,0,0,Azerbaijan,Azerbaijan,,
2597,2020-02-02,冈比亚,0,0,0,0,Gambia,Gambia,,
2598,2020-02-02,马来西亚,8,8,0,0,Malaysia,Malaysia,0.0,0.0
2599,2020-02-02,沙特阿拉伯,0,0,0,0,Saudi Arabia,Saudi Arabia,,
2600,2020-02-02,越南,6,5,1,0,Vietnam,Vietnam,0.0,16.666666666666664
2601,2020-02-02,中非共和国,0,0,0,0,Central African Rep.,Central African Republic,,
2602,2020-02-02,巴巴多斯,0,0,0,0,Barbados,Barbados,,
2603,2020-02-02,希腊,0,0,0,0,Greece,Greece,,
2604,2020-02-03,多米尼克,0,0,0,0,Dominica,not value,,
2605,2020-02-03,圣多美和普林西比,0,0,0,0,Sao Tome and Principe,Sao Tome and Principe,,
2606,2020-02-03,巴哈马,0,0,0,0,Bahamas,Bahamas,,
2607,2020-02-03,土耳其,0,0,0,0,Turkey,Turkey,,
2608,2020-02-03,也门共和国,0,0,0,0,Yemen,not value,,
2609,2020-02-03,利比里亚,0,0,0,0,Liberia,Liberia,,
2610,2020-02-03,卢旺达,0,0,0,0,Rwanda,Republic of Rwanda,,
2611,2020-02-03,泰国,19,14,5,0,Thailand,Thailand,0.0,26.31578947368421
2612,2020-02-03,韩国,15,15,0,0,Korea,Korea,0.0,0.0
2613,2020-02-03,赞比亚共和国,0,0,0,0,Zambia,not value,,
2614,2020-02-03,喀麦隆,0,0,0,0,Cameroon,Cameroon,,
2615,2020-02-03,加蓬,0,0,0,0,Gabon,Gabon,,
2616,2020-02-03,巴西,0,0,0,0,Brazil,Brazil,,
2617,2020-02-03,至尊公主邮轮,0,0,0,0,Grand Princess,Grand Princess,,
2618,2020-02-03,埃塞俄比亚,0,0,0,0,Ethiopia,Ethiopia,,
2619,2020-02-03,中非共和国,0,0,0,0,Central African Rep.,Central African Republic,,
2620,2020-02-03,意大利,2,2,0,0,Italy,Italy,0.0,0.0
2621,2020-02-03,马恩岛,0,0,0,0,Isle of Man,Isle of Man,,
2622,2020-02-03,毛里求斯,0,0,0,0,Mauritius,Mauritius,,
2623,2020-02-03,几内亚比绍,0,0,0,0,Guinea Bissau,not value,,
2624,2020-02-03,马里,0,0,0,0,Mali,Mali,,
2625,2020-02-03,塞尔维亚,0,0,0,0,Serbia,Republic of Serbia,,
2626,2020-02-03,科威特,0,0,0,0,Kuwait,Kuwait,,
2627,2020-02-03,厄瓜多尔,0,0,0,0,Ecuador,Ecuador,,
2628,2020-02-03,荷兰,0,0,0,0,Netherlands,Netherlands,,
2629,2020-02-03,格陵兰,0,0,0,0,Greenland,not value,,
2630,2020-02-03,文莱,0,0,0,0,Brunei,Brunei,,
2631,2020-02-03,希腊,0,0,0,0,Greece,Greece,,
2632,2020-02-03,印度,2,2,0,0,India,India,0.0,0.0
2633,2020-02-03,以色列,0,0,0,0,Israel,Israel,,
2634,2020-02-03,英国,2,2,0,0,United Kingdom,United Kingdom,0.0,0.0
2635,2020-02-03,马达加斯加,0,0,0,0,Madagascar,Madagascar,,
2636,2020-02-03,缅甸,0,0,0,0,Myanmar,Burma,,
2637,2020-02-03,古巴,0,0,0,0,Cuba,Cuba,,
2638,2020-02-03,巴勒斯坦,0,0,0,0,Palestine,Palestine,,
2639,2020-02-03,格鲁吉亚,0,0,0,0,Georgia,Georgia,,
2640,2020-02-03,瓜德罗普岛,0,0,0,0,not value,not value,,
2641,2020-02-03,英属维尔京群岛,0,0,0,0,not value,not value,,
2642,2020-02-03,安提瓜和巴布达,0,0,0,0,Antigua and Barb.,Antigua and Barbuda,,
2643,2020-02-03,新喀里多尼亚,0,0,0,0,New Caledonia,not value,,
2644,2020-02-03,泽西岛,0,0,0,0,Bailiwick of Jersey,Bailiwick of Jersey,,
2645,2020-02-03,越南,6,5,1,0,Vietnam,Vietnam,0.0,16.666666666666664
2646,2020-02-03,叙利亚,0,0,0,0,Syria,Syria,,
2647,2020-02-03,肯尼亚,0,0,0,0,Kenya,Kenya,,
2648,2020-02-03,冰岛,0,0,0,0,Iceland,Iceland,,
2649,2020-02-03,开曼群岛,0,0,0,0,Cayman Is,Cayman Is,,
2650,2020-02-03,保加利亚,0,0,0,0,Bulgaria,Bulgaria,,
2651,2020-02-03,亚美尼亚,0,0,0,0,Armenia,Armenia,,
2652,2020-02-03,厄立特里亚,0,0,0,0,Eritrea,not value,,
2653,2020-02-03,纳米比亚,0,0,0,0,Namibia,Namibia,,
2654,2020-02-03,塞内加尔,0,0,0,0,Senegal,Senegal,,
2655,2020-02-03,加纳,0,0,0,0,Ghana,Ghana,,
2656,2020-02-03,瑞士,0,0,0,0,Switzerland,Switzerland,,
2657,2020-02-03,沙特阿拉伯,0,0,0,0,Saudi Arabia,Saudi Arabia,,
2658,2020-02-03,圣卢西亚,0,0,0,0,Saint Lucia,St.Lucia,,
2659,2020-02-03,圣皮埃尔和密克隆群岛,0,0,0,0,not value,not value,,
2660,2020-02-03,乌克兰,0,0,0,0,Ukraine,Ukraine,,
2661,2020-02-03,赤道几内亚,0,0,0,0,Eq. Guinea,The Republic of Equatorial Guinea,,
2662,2020-02-03,马耳他,0,0,0,0,Malta,Malta,,
2663,2020-02-03,卢森堡,0,0,0,0,Luxembourg,Luxembourg,,
2664,2020-02-03,巴林,0,0,0,0,Bahrain,Bahrain,,
2665,2020-02-03,阿尔及利亚,0,0,0,0,Algeria,Algeria,,
2666,2020-02-03,马尔代夫,0,0,0,0,Maldives,Maldives,,
2667,2020-02-03,墨西哥,0,0,0,0,Mexico,Mexico,,
2668,2020-02-03,菲律宾,2,1,0,1,Philippines,Philippines,50.0,0.0
2669,2020-02-03,直布罗陀,0,0,0,0,Gibraltar,Gibraltar,,
2670,2020-02-03,斯洛伐克,0,0,0,0,Slovakia,Slovakia,,
2671,2020-02-03,几内亚,0,0,0,0,Guinea,Guinea,,
2672,2020-02-03,安道尔,0,0,0,0,Andorra,Andorra,,
2673,2020-02-03,爱沙尼亚,0,0,0,0,Estonia,Estonia,,
2674,2020-02-03,乌兹别克斯坦,0,0,0,0,Uzbekistan,Uzbekistan,,
2675,2020-02-03,日本,20,19,1,0,Japan,Japan,0.0,5.0
2676,2020-02-03,莫桑比克,0,0,0,0,Mozambique,Mozambique,,
2677,2020-02-03,萨尔瓦多,0,0,0,0,El Salvador,El Salvador,,
2678,2020-02-03,安圭拉,0,0,0,0,not value,not value,,
2679,2020-02-03,德国,10,10,0,0,Germany,Germany,0.0,0.0
2680,2020-02-03,瑞典,1,1,0,0,Sweden,Sweden,0.0,0.0
2681,2020-02-03,约旦,0,0,0,0,Jordan,Jordan,,
2682,2020-02-03,梵蒂冈,0,0,0,0,Status Civitatis Vaticanae,Status Civitatis Vaticanae,,
2683,2020-02-03,百慕大,0,0,0,0,Bermuda,not value,,
2684,2020-02-03,阿尔巴尼亚,0,0,0,0,Albania,Albania,,
2685,2020-02-03,圣马丁岛,0,0,0,0,Sint Maarten,Sint Maarten,,
2686,2020-02-03,巴拿马,0,0,0,0,Panama,Panama,,
2687,2020-02-03,尼泊尔,1,1,0,0,Nepal,Nepal,0.0,0.0
2688,2020-02-03,法国,6,6,0,0,France,France,0.0,0.0
2689,2020-02-03,老挝,0,0,0,0,Lao PDR,Laos,,
2690,2020-02-03,圣其茨和尼维斯,0,0,0,0,not value,not value,,
2691,2020-02-03,新西兰,0,0,0,0,New Zealand,New Zealand,,
2692,2020-02-03,多哥,0,0,0,0,Togo,Togo,,
2693,2020-02-03,津巴布韦,0,0,0,0,Zimbabwe,Zimbabwe,,
2694,2020-02-03,北马其顿,0,0,0,0,Macedania,North Macedonia,,
2695,2020-02-03,斐济,0,0,0,0,Fiji,Fiji,,
2696,2020-02-03,库拉索岛,0,0,0,0,Curaçao,not value,,
2697,2020-02-03,俄罗斯,2,2,0,0,Russia,Russia,0.0,0.0
2698,2020-02-03,斯里兰卡,1,1,0,0,Sri Lanka,SriLanka,0.0,0.0
2699,2020-02-03,北马里亚纳群岛联邦,0,0,0,0,N. Mariana ls.,not value,,
2700,2020-02-03,福克兰群岛,0,0,0,0,Falkland ls.,not value,,
2701,2020-02-03,马约特,0,0,0,0,not value,not value,,
2702,2020-02-03,法属圭亚那,0,0,0,0,French Guiana,French Guiana,,
2703,2020-02-03,加拿大,4,4,0,0,Canada,Canada,0.0,0.0
2704,2020-02-03,丹麦,0,0,0,0,Denmark,Denmark,,
2705,2020-02-03,塞舌尔,0,0,0,0,Seychelles,Seychelles,,
2706,2020-02-03,钻石公主号邮轮,0,0,0,0,Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,,
2707,2020-02-03,爱尔兰,0,0,0,0,Ireland,Ireland,,
2708,2020-02-03,布基纳法索,0,0,0,0,Burkina Faso,Burkina Faso,,
2709,2020-02-03,波兰,0,0,0,0,Poland,Poland,,
2710,2020-02-03,危地马拉,0,0,0,0,Guatemala,Guatemala,,
2711,2020-02-03,巴基斯坦,0,0,0,0,Pakistan,Pakistan,,
2712,2020-02-03,摩尔多瓦,0,0,0,0,Moldova,Moldova,,
2713,2020-02-03,捷克,0,0,0,0,Czech Rep.,Czech Republic,,
2714,2020-02-03,吉布提,0,0,0,0,Djibouti,Djibouti,,
2715,2020-02-03,挪威,0,0,0,0,Norway,Norway,,
2716,2020-02-03,摩洛哥,0,0,0,0,Morocco,Morocco,,
2717,2020-02-03,北爱尔兰,0,0,0,0,Northern Ireland,Northern Ireland,,
2718,2020-02-03,格林那达,0,0,0,0,Grenada,not value,,
2719,2020-02-03,美属维尔京群岛,0,0,0,0,U.S. Virgin ls.,not value,,
2720,2020-02-03,美国,9,9,0,0,United States,United States of America,0.0,0.0
2721,2020-02-03,巴布亚新几内亚,0,0,0,0,Papua New Cuinea,Papua New Cuinea,,
2722,2020-02-03,利比亚,0,0,0,0,Libya,Libya,,
2723,2020-02-03,荷属圣马丁,0,0,0,0,not value,not value,,
2724,2020-02-03,苏丹,0,0,0,0,Sudan,Sudan,,
2725,2020-02-03,埃及,0,0,0,0,Egypt,Egypt,,
2726,2020-02-03,立陶宛,0,0,0,0,Lithuania,Lithuania,,
2727,2020-02-03,塞拉利昂,0,0,0,0,Sierra Leone,Sierra Leone,,
2728,2020-02-03,荷兰加勒比地区,0,0,0,0,not value,not value,,
